,TICID,Camera,CCD,Tmag,RA,Dec,planet,light_curve
17820,373432787,4,4,12.9,81.0352,-70.6351,0,"[array([0.99885529, 0.9870739 , 0.9792068 , ..., 1.00972426, 1.00953555,
       1.01167595]), array([1517.36321367, 1517.37571368, 1517.38751924, ..., 1541.96953516,
       1541.98134074, 1541.99384076])]"
19666,445392679,3,3,4.87,112.4987,-52.6508,0,"[array([0.99921739, 0.99903721, 0.99851358, ..., 1.0001514 , 1.00023377,
       1.00066304]), array([1517.3654585 , 1517.37795855, 1517.38976415, ..., 1541.97162894,
       1541.98343432, 1541.99593414])]"
851,18080935,2,2,14.37,136.5178,-33.1677,0,"[array([0.91926384, 0.90665805, 0.89950424, ..., 1.01614654, 1.0166316 ,
       1.0180763 ]), array([1517.36671657, 1517.38060577, 1517.38963376, ..., 1541.97388164,
       1541.98568705, 1541.9981869 ])]"
1842,30134861,3,1,9.34,133.8277,-47.5224,0,"[array([0.99734694, 0.99493891, 0.99397087, ..., 1.00844514, 1.00819981,
       1.00812411]), array([1517.36619507, 1517.37869536, 1517.39050118, ..., 1541.97278684,
       1541.98459237, 1541.99709235])]"
19485,423278889,2,3,12.74,140.6563,-19.2323,0,"[array([0.95150238, 0.95279527, 0.95134741, ..., 1.00780582, 1.00753987,
       1.00353849]), array([1517.69890476, 1517.71626633, 1517.72946113, ..., 1541.97476701,
       1541.98657236, 1541.99907214])]"
9145,176986215,4,1,12.19,101.6947,-69.4275,0,"[array([1.00038981, 0.99576497, 0.99715751, ..., 0.99707055, 0.99706   ,
       0.99814957]), array([1517.36376978, 1517.37557543, 1517.38807554, ..., 1541.97022801,
       1541.98203361, 1541.99453367])]"
2817,38908257,4,3,9.94,69.6187,-65.7081,0,"[array([0.99498218, 0.99569738, 0.9958421 , ..., 1.00254369, 1.00144196,
       1.00126135]), array([1517.3631303 , 1517.37354686, 1517.38951893, ..., 1541.96918933,
       1541.9809948 , 1541.9934947 ])]"
2792,38843897,4,3,9.09,68.7295,-62.7008,0,"[array([0.99584562, 0.99566495, 0.99437809, ..., 1.00728869, 1.00795245,
       1.00798571]), array([1517.3632377 , 1517.37573753, 1517.38754291, ..., 1541.96916843,
       1541.98097383, 1541.99347367])]"
11077,255562201,3,3,9.29,96.1402,-50.0624,0,"[array([1.01382327, 1.01330829, 1.01288104, ..., 1.00339937, 1.0038538 ,
       1.0035274 ]), array([1517.60890989, 1517.62627079, 1517.63529846, ..., 1541.97093619,
       1541.98274141, 1541.99524105])]"
12676,277437505,1,1,10.84,140.1252,-4.5326,0,"[array([0.99342799, 0.99201751, 0.98986727, ..., 1.00389409, 1.00416136,
       1.00480604]), array([1517.36903072, 1517.38153096, 1517.39333674, ..., 1541.9752292 ,
       1541.98703441, 1541.99953405])]"
16506,348843330,4,2,9.89,99.037,-55.0378,0,"[array([0.99780589, 0.99817854, 0.99771404, ..., 0.99944115, 0.99978203,
       0.99945593]), array([1517.36488721, 1517.37599826, 1517.38919263, ..., 1541.9708671 ,
       1541.98267243, 1541.99517219])]"
2586,38574220,4,3,4.64,63.7023,-62.1913,0,"[array([1.00045443, 1.00021267, 0.99967229, ..., 0.99972665, 0.9997288 ,
       0.9997862 ]), array([1517.36305159, 1517.37555139, 1517.38735674, ..., 1541.96893915,
       1541.98074454, 1541.99324437])]"
16,816793,1,4,15.46,134.8047,-0.9792,0,"[array([0.84432095, 0.80623496, 0.90400851, ..., 1.11253786, 1.08999467,
       1.07006073]), array([1517.37055573, 1517.38583365, 1517.39902822, ..., 1541.97509997,
       1541.98690506, 1541.99940457])]"
19241,410451974,3,4,10.59,119.8315,-60.9756,0,"[array([0.9889434 , 0.99036521, 0.9887327 , ..., 1.00392103, 1.00447023,
       1.00410342]), array([1517.36066126, 1517.3752448 , 1517.38774498, ..., 1541.97133395,
       1541.98313952, 1541.99563953])]"
18206,382512453,3,4,10.62,117.4764,-60.7154,0,"[array([1.00107789, 0.99666858, 0.99605209, ..., 1.00039005, 1.0006671 ,
       1.00007176]), array([1517.36343148, 1517.37732054, 1517.38912624, ..., 1541.97127827,
       1541.98308381, 1541.9955838 ])]"
8174,155224183,2,1,14.86,122.9851,-29.5067,0,"[array([0.90735912, 1.06432378, 1.00819361, ..., 0.93493164, 0.90061742,
       0.90608186]), array([1517.3675682 , 1517.38006825, 1517.39187385, ..., 1541.97352144,
       1541.98532661, 1541.99782621])]"
12050,269793513,4,4,8.08,67.9072,-79.871,0,"[array([0.9976418 , 0.99664009, 0.99644619, ..., 1.00141859, 1.00156415,
       1.00142193]), array([1517.361764  , 1517.37356968, 1517.38815316, ..., 1541.9690973 ,
       1541.98090307, 1541.99340328])]"
9272,177258735,4,4,7.53,102.221,-73.2992,1,"[array([0.99619538, 0.99632245, 0.99663627, ..., 0.99961364, 0.99983484,
       0.99994701]), array([1517.36206275, 1517.37317399, 1517.38567414, ..., 1541.97002973,
       1541.9818354 , 1541.99433553])]"
2445,38397263,4,3,9.88,60.1997,-63.2091,0,"[array([0.97257614, 0.97167218, 0.97306639, ..., 0.97148079, 0.97205102,
       0.9711141 ]), array([1517.36286638, 1517.37536618, 1517.38717154, ..., 1541.96878628,
       1541.98059169, 1541.99309155])]"
4907,95781838,1,1,8.53,135.6774,-8.4999,0,"[array([1.00102186, 0.99973053, 1.00025749, ..., 0.99802279, 0.99766386,
       0.99751318]), array([1517.36889007, 1517.38139024, 1517.39319596, ..., 1541.97496688,
       1541.98677205, 1541.99927163])]"
4881,95673862,1,1,10.78,131.2316,-6.6246,0,"[array([0.99051028, 0.99265963, 0.99252933, ..., 0.98992777, 0.99181128,
       0.99352568]), array([1517.36895148, 1517.38145156, 1517.39325719, ..., 1541.97482394,
       1541.98662901, 1541.9991285 ])]"
18854,401579596,3,1,9.79,135.7091,-50.7196,0,"[array([0.99425763, 0.99270529, 0.99299139, ..., 1.00763988, 1.00744557,
       1.00785851]), array([1517.36590511, 1517.37840543, 1517.39021129, ..., 1541.97258942,
       1541.98439501, 1541.99689504])]"
6611,141914082,4,4,8.49,94.6176,-72.0445,0,"[array([0.99170578, 0.99161923, 0.98971581, ..., 0.96272594, 0.96189547,
       0.96207839]), array([1517.36342261, 1517.37592271, 1517.38772835, ..., 1541.96989576,
       1541.98170139, 1541.99420147])]"
15830,339962704,3,4,10.11,112.6527,-56.7797,0,"[array([0.94661486, 0.94405019, 0.94615632, ..., 0.97521704, 0.97539324,
       0.97472382]), array([1517.36509644, 1517.37551318, 1517.38940215, ..., 1541.9713723 ,
       1541.98317775, 1541.99567763])]"
1886,30396910,3,1,10.12,134.082,-47.6437,0,"[array([0.97656733, 0.97823215, 0.98042428, ..., 0.9878304 , 0.9882589 ,
       0.98759526]), array([1517.36618463, 1517.37868492, 1517.39049075, ..., 1541.97278499,
       1541.98459052, 1541.9970905 ])]"
15456,319474472,3,3,12.74,100.5127,-49.5663,0,"[array([0.98904383, 0.99859923, 0.98983097, ..., 1.01508498, 1.01545131,
       1.01759684]), array([1517.36536449, 1517.37786437, 1517.38966982, ..., 1541.97120436,
       1541.9830096 , 1541.99550926])]"
1214,25055968,2,2,14.75,142.8507,-32.1776,0,"[array([0.93897116, 0.9260475 , 0.97023243, ..., 1.02364683, 1.03460133,
       1.02387404]), array([1517.36675572, 1517.37925611, 1517.39314543, ..., 1541.97412399,
       1541.98592949, 1541.99842944])]"
3046,46802123,1,2,11.79,142.0238,-7.2938,0,"[array([0.98405552, 0.98149246, 0.97999573, ..., 1.00322986, 1.00148487,
       1.0061667 ]), array([1517.36890712, 1517.38140741, 1517.39460216, ..., 1541.97522122,
       1541.98702649, 1541.99952619])]"
16971,350146296,4,1,9.15,115.7395,-63.7019,0,"[array([0.99810439, 0.99704677, 0.99494517, ..., 1.00102925, 1.00095451,
       1.00145733]), array([1517.36452108, 1517.37702124, 1517.38882694, ..., 1541.97101626,
       1541.98282184, 1541.99532186])]"
14816,307210790,4,1,10.23,124.3768,-68.2747,0,"[array([0.9866302 , 0.9844507 , 0.98495322, ..., 0.99247432, 0.99162   ,
       0.99206001]), array([1517.36417371, 1517.37667396, 1517.38847975, ..., 1541.97089172,
       1541.98269741, 1541.99519757])]"
5961,140150083,3,4,6.03,126.6047,-52.8075,0,"[array([1.00068831, 1.0001725 , 1.00003147, ..., 1.00037658, 1.00027859,
       1.00022638]), array([1517.36567041, 1517.37817062, 1517.38997638, ..., 1541.9721623 ,
       1541.98396781, 1541.99646777])]"
10665,231742782,4,3,11.24,78.0833,-67.1323,0,"[array([1.04503667, 1.04582393, 1.03863823, ..., 1.05073333, 1.05145502,
       1.05155051]), array([1517.36333997, 1517.37583991, 1517.38764541, ..., 1541.96950586,
       1541.98131136, 1541.9938113 ])]"
